2026-03-09 14:35:56.661557,47.3529356,7.90754156,24,72
2026-03-09 14:36:01.661557,47.35294272,7.90754449,24,72
2026-03-09 14:36:06.661557,47.35294273,7.90754445,24,72
2026-03-09 14:36:11.661557,47.35294275,7.90754435,24,72
2026-03-09 14:36:16.661557,47.35294277,7.90754428,24,72
2026-03-09 14:36:21.661557,47.35307895,7.90758639,24,72
2026-03-09 14:36:26.661557,47.35316702,7.90761935,24,72
2026-03-09 14:36:31.661557,47.35325834,7.9076603,24,72
2026-03-09 14:36:36.661557,47.35336372,7.90771165,24,72
2026-03-09 14:36:41.661557,47.35348879,7.90777871,24,72
2026-03-09 14:36:46.661557,47.35363336,7.90785954,24,72
2026-03-09 14:36:51.661557,47.35379561,7.90795897,24,72
2026-03-09 14:36:56.661557,47.3538874,7.90801865,24,72
2026-03-09 14:37:01.661557,47.35397477,7.90807472,24,72
2026-03-09 14:37:06.661557,47.35406344,7.90812873,24,72
2026-03-09 14:37:11.661557,47.35416318,7.90819409,24,72
2026-03-09 14:37:16.661557,47.35426741,7.90825545,24,72
2026-03-09 14:37:21.661557,47.35437389,7.90831475,24,72
2026-03-09 14:37:26.661557,47.35448584,7.90837505,24,72
2026-03-09 14:37:31.661557,47.35459594,7.90842998,24,72
2026-03-09 14:37:36.661557,47.35470496,7.90847769,24,72
2026-03-09 14:37:41.661557,47.35482028,7.90852684,24,72
2026-03-09 14:37:46.661557,47.35493584,7.90856647,24,72
2026-03-09 14:37:51.661557,47.35505055,7.90860839,24,72
2026-03-09 14:37:56.661557,47.35517366,7.90865753,24,72
2026-03-09 14:38:01.661557,47.35530893,7.90871693,24,72
2026-03-09 14:38:06.661557,47.35544366,7.90877589,24,72
2026-03-09 14:38:11.661557,47.35557461,7.90884445,24,72
2026-03-09 14:38:16.661557,47.35571826,7.90892067,24,72
2026-03-09 14:38:21.661557,47.3558662,7.90900981,24,72
2026-03-09 14:38:26.661557,47.35601517,7.9091092,24,72
2026-03-09 14:38:31.661557,47.35613801,7.90921442,24,72
2026-03-09 14:38:36.661557,47.35626943,7.90934782,24,72
2026-03-09 14:38:41.661557,47.35639705,7.90948413,24,72
2026-03-09 14:38:46.661557,47.35652922,7.90962642,24,72
2026-03-09 14:38:51.661557,47.35665378,7.90976755,24,72
2026-03-09 14:38:56.661557,47.35678128,7.90990707,24,72
2026-03-09 14:39:01.661557,47.3569173,7.91005227,24,72
2026-03-09 14:39:06.661557,47.35702938,7.91020088,24,72
2026-03-09 14:39:11.661557,47.357138,7.91037575,24,72
2026-03-09 14:39:16.661557,47.35724277,7.91055829,24,72
2026-03-09 14:39:21.661557,47.35734587,7.910746,24,72
2026-03-09 14:39:26.661557,47.35744907,7.91093989,24,72
2026-03-09 14:39:31.661557,47.3575502,7.91113939,24,72
2026-03-09 14:39:36.661557,47.3576547,7.91135028,24,72
2026-03-09 14:39:41.661557,47.35775635,7.91156201,24,72
2026-03-09 14:39:46.661557,47.35785635,7.91177195,24,72
2026-03-09 14:39:51.661557,47.35795722,7.91198075,24,72
2026-03-09 14:39:56.661557,47.35806905,7.91220527,24,72
2026-03-09 14:40:01.661557,47.35817779,7.91243054,24,72
2026-03-09 14:40:06.661557,47.35830221,7.91266122,24,72
2026-03-09 14:40:11.661557,47.35841964,7.91288858,24,72
2026-03-09 14:40:16.661557,47.35854812,7.91311933,24,72
2026-03-09 14:40:21.661557,47.3586726,7.9133538,24,72
2026-03-09 14:40:26.661557,47.35879497,7.91358383,24,72
2026-03-09 14:40:31.661557,47.35891031,7.91381192,24,72
